0C7C7      //Pixel 0: 7.803802e-01
07C7C      //Pixel 2414: 4.862671e-01
0D1D1      //Pixel 2415: 8.195953e-01
0E3E3      //Pixel 2416: 8.901825e-01
0E4E4      //Pixel 2417: 8.941040e-01
0E5E5      //Pixel 2418: 8.980255e-01
0E4E4      //Pixel 2419: 8.941040e-01
0E3E3      //Pixel 2420: 8.901825e-01
0E3E3      //Pixel 2421: 8.901825e-01
0E2E2      //Pixel 2422: 8.862610e-01
0E0E0      //Pixel 2423: 8.784180e-01
0DFDF      //Pixel 2424: 8.744965e-01
0DEDE      //Pixel 2425: 8.705750e-01
0DCDC      //Pixel 2426: 8.627319e-01
0DBDB      //Pixel 2427: 8.588104e-01
0D8D8      //Pixel 2428: 8.470459e-01
0D6D6      //Pixel 2429: 8.392029e-01
0D4D4      //Pixel 2430: 8.313599e-01
0D2D2      //Pixel 2431: 8.235168e-01
0CCCC      //Pixel 2432: 7.999878e-01
0CDCD      //Pixel 2433: 8.039093e-01
0CECE      //Pixel 2434: 8.078308e-01
0CFCF      //Pixel 2435: 8.117523e-01
0D5D5      //Pixel 2436: 8.352814e-01
0D8D8      //Pixel 2437: 8.470459e-01
0DADA      //Pixel 2438: 8.548889e-01
0DDDD      //Pixel 2439: 8.666534e-01
0DFDF      //Pixel 2440: 8.744965e-01
0E1E1      //Pixel 2441: 8.823395e-01
0E2E2      //Pixel 2442: 8.862610e-01
0E3E3      //Pixel 2443: 8.901825e-01
0E5E5      //Pixel 2444: 8.980255e-01
0E7E7      //Pixel 2445: 9.058685e-01
0E7E7      //Pixel 2446: 9.058685e-01
0E8E8      //Pixel 2447: 9.097900e-01
0EAEA      //Pixel 2448: 9.176331e-01
0EAEA      //Pixel 2449: 9.176331e-01
0EBEB      //Pixel 2450: 9.215546e-01
0EDED      //Pixel 2451: 9.293976e-01
0EDED      //Pixel 2452: 9.293976e-01
0ECEC      //Pixel 2453: 9.254761e-01
0EBEB      //Pixel 2454: 9.215546e-01
0EAEA      //Pixel 2455: 9.176331e-01
0E7E7      //Pixel 2456: 9.058685e-01
0C8C8      //Pixel 2457: 7.843018e-01
06666      //Pixel 2458: 3.999939e-01
07A7A      //Pixel 2459: 4.784241e-01
09393      //Pixel 2460: 5.764618e-01
0A0A0      //Pixel 2461: 6.274414e-01
09B9B      //Pixel 2462: 6.078339e-01
09595      //Pixel 2463: 5.843048e-01
09292      //Pixel 2464: 5.725403e-01
09797      //Pixel 2465: 5.921478e-01
09A9A      //Pixel 2466: 6.039124e-01
09898      //Pixel 2467: 5.960693e-01
09393      //Pixel 2468: 5.764618e-01
08A8A      //Pixel 2469: 5.411682e-01
08A8A      //Pixel 2470: 5.411682e-01
06666      //Pixel 2471: 3.999939e-01
03838      //Pixel 2472: 2.196045e-01
05858      //Pixel 2473: 3.450928e-01
08080      //Pixel 2474: 5.019531e-01
08787      //Pixel 2475: 5.294037e-01
08888      //Pixel 2476: 5.333252e-01
08282      //Pixel 2477: 5.097961e-01
07777      //Pixel 2478: 4.666595e-01
0BDBD      //Pixel 2479: 7.411652e-01
0E3E3      //Pixel 2480: 8.901825e-01
0E3E3      //Pixel 2481: 8.901825e-01
0E3E3      //Pixel 2482: 8.901825e-01
0E3E3      //Pixel 2483: 8.901825e-01
0E2E2      //Pixel 2484: 8.862610e-01
0E2E2      //Pixel 2485: 8.862610e-01
0E1E1      //Pixel 2486: 8.823395e-01
0E0E0      //Pixel 2487: 8.784180e-01
0DEDE      //Pixel 2488: 8.705750e-01
0DDDD      //Pixel 2489: 8.666534e-01
0DBDB      //Pixel 2490: 8.588104e-01
0D9D9      //Pixel 2491: 8.509674e-01
0D7D7      //Pixel 2492: 8.431244e-01
0D5D5      //Pixel 2493: 8.352814e-01
0D3D3      //Pixel 2494: 8.274384e-01
0D1D1      //Pixel 2495: 8.195953e-01
0CBCB      //Pixel 2496: 7.960663e-01
0CCCC      //Pixel 2497: 7.999878e-01
0CDCD      //Pixel 2498: 8.039093e-01
0CFCF      //Pixel 2499: 8.117523e-01
0D4D4      //Pixel 2500: 8.313599e-01
0D8D8      //Pixel 2501: 8.470459e-01
0DADA      //Pixel 2502: 8.548889e-01
0DCDC      //Pixel 2503: 8.627319e-01
0DEDE      //Pixel 2504: 8.705750e-01
0DFDF      //Pixel 2505: 8.744965e-01
0E0E0      //Pixel 2506: 8.784180e-01
0E2E2      //Pixel 2507: 8.862610e-01
0E4E4      //Pixel 2508: 8.941040e-01
0E5E5      //Pixel 2509: 8.980255e-01
0E7E7      //Pixel 2510: 9.058685e-01
0E8E8      //Pixel 2511: 9.097900e-01
0EAEA      //Pixel 2512: 9.176331e-01
0EAEA      //Pixel 2513: 9.176331e-01
0EAEA      //Pixel 2514: 9.176331e-01
0EBEB      //Pixel 2515: 9.215546e-01
0ECEC      //Pixel 2516: 9.254761e-01
0EBEB      //Pixel 2517: 9.215546e-01
0E9E9      //Pixel 2518: 9.137115e-01
0E9E9      //Pixel 2519: 9.137115e-01
0E7E7      //Pixel 2520: 9.058685e-01
0E0E0      //Pixel 2521: 8.784180e-01
08585      //Pixel 2522: 5.215607e-01
06E6E      //Pixel 2523: 4.313660e-01
09191      //Pixel 2524: 5.686188e-01
09B9B      //Pixel 2525: 6.078339e-01
09696      //Pixel 2526: 5.882263e-01
09393      //Pixel 2527: 5.764618e-01
09090      //Pixel 2528: 5.646973e-01
09494      //Pixel 2529: 5.803833e-01
09999      //Pixel 2530: 5.999908e-01
09999      //Pixel 2531: 5.999908e-01
09292      //Pixel 2532: 5.725403e-01
08B8B      //Pixel 2533: 5.450897e-01
08F8F      //Pixel 2534: 5.607758e-01
07B7B      //Pixel 2535: 4.823456e-01
04242      //Pixel 2536: 2.588196e-01
04B4B      //Pixel 2537: 2.941132e-01
06F6F      //Pixel 2538: 4.352875e-01
08686      //Pixel 2539: 5.254822e-01
08686      //Pixel 2540: 5.254822e-01
08282      //Pixel 2541: 5.097961e-01
07777      //Pixel 2542: 4.666595e-01
0AAAA      //Pixel 2543: 6.666565e-01
0E1E1      //Pixel 2544: 8.823395e-01
0E1E1      //Pixel 2545: 8.823395e-01
0E2E2      //Pixel 2546: 8.862610e-01
0E2E2      //Pixel 2547: 8.862610e-01
0E2E2      //Pixel 2548: 8.862610e-01
0E0E0      //Pixel 2549: 8.784180e-01
0E0E0      //Pixel 2550: 8.784180e-01
0DFDF      //Pixel 2551: 8.744965e-01
0DEDE      //Pixel 2552: 8.705750e-01
0DCDC      //Pixel 2553: 8.627319e-01
0DADA      //Pixel 2554: 8.548889e-01
0D8D8      //Pixel 2555: 8.470459e-01
0D7D7      //Pixel 2556: 8.431244e-01
0D4D4      //Pixel 2557: 8.313599e-01
0D2D2      //Pixel 2558: 8.235168e-01
0D0D0      //Pixel 2559: 8.156738e-01
0CACA      //Pixel 2560: 7.921448e-01
0CBCB      //Pixel 2561: 7.960663e-01
0CCCC      //Pixel 2562: 7.999878e-01
0CECE      //Pixel 2563: 8.078308e-01
0D2D2      //Pixel 2564: 8.235168e-01
0D6D6      //Pixel 2565: 8.392029e-01
0D8D8      //Pixel 2566: 8.470459e-01
0DBDB      //Pixel 2567: 8.588104e-01
0DCDC      //Pixel 2568: 8.627319e-01
0DEDE      //Pixel 2569: 8.705750e-01
0E0E0      //Pixel 2570: 8.784180e-01
0E1E1      //Pixel 2571: 8.823395e-01
0E3E3      //Pixel 2572: 8.901825e-01
0E5E5      //Pixel 2573: 8.980255e-01
0E6E6      //Pixel 2574: 9.019470e-01
0E7E7      //Pixel 2575: 9.058685e-01
0E8E8      //Pixel 2576: 9.097900e-01
0E9E9      //Pixel 2577: 9.137115e-01
0EAEA      //Pixel 2578: 9.176331e-01
0EBEB      //Pixel 2579: 9.215546e-01
0EBEB      //Pixel 2580: 9.215546e-01
0EAEA      //Pixel 2581: 9.176331e-01
0EAEA      //Pixel 2582: 9.176331e-01
0E8E8      //Pixel 2583: 9.097900e-01
0E7E7      //Pixel 2584: 9.058685e-01
0E4E4      //Pixel 2585: 8.941040e-01
0B4B4      //Pixel 2586: 7.058716e-01
06464      //Pixel 2587: 3.921509e-01
08383      //Pixel 2588: 5.137177e-01
09292      //Pixel 2589: 5.725403e-01
09393      //Pixel 2590: 5.764618e-01
09595      //Pixel 2591: 5.843048e-01
09393      //Pixel 2592: 5.764618e-01
09090      //Pixel 2593: 5.646973e-01
09595      //Pixel 2594: 5.843048e-01
09696      //Pixel 2595: 5.882263e-01
09494      //Pixel 2596: 5.803833e-01
09090      //Pixel 2597: 5.646973e-01
08D8D      //Pixel 2598: 5.529327e-01
07D7D      //Pixel 2599: 4.901886e-01
05454      //Pixel 2600: 3.294067e-01
04E4E      //Pixel 2601: 3.058777e-01
06363      //Pixel 2602: 3.882294e-01
07676      //Pixel 2603: 4.627380e-01
08383      //Pixel 2604: 5.137177e-01
08080      //Pixel 2605: 5.019531e-01
07575      //Pixel 2606: 4.588165e-01
09898      //Pixel 2607: 5.960693e-01
0DCDC      //Pixel 2608: 8.627319e-01
0E0E0      //Pixel 2609: 8.784180e-01
0E1E1      //Pixel 2610: 8.823395e-01
0E1E1      //Pixel 2611: 8.823395e-01
0E0E0      //Pixel 2612: 8.784180e-01
0DFDF      //Pixel 2613: 8.744965e-01
0DEDE      //Pixel 2614: 8.705750e-01
0DDDD      //Pixel 2615: 8.666534e-01
0DCDC      //Pixel 2616: 8.627319e-01
0DBDB      //Pixel 2617: 8.588104e-01
0D8D8      //Pixel 2618: 8.470459e-01
0D7D7      //Pixel 2619: 8.431244e-01
0D6D6      //Pixel 2620: 8.392029e-01
0D2D2      //Pixel 2621: 8.235168e-01
0D1D1      //Pixel 2622: 8.195953e-01
0D0D0      //Pixel 2623: 8.156738e-01
0C9C9      //Pixel 2624: 7.882233e-01
0CBCB      //Pixel 2625: 7.960663e-01
0CCCC      //Pixel 2626: 7.999878e-01
0CCCC      //Pixel 2627: 7.999878e-01
0D1D1      //Pixel 2628: 8.195953e-01
0D5D5      //Pixel 2629: 8.352814e-01
0D8D8      //Pixel 2630: 8.470459e-01
0D9D9      //Pixel 2631: 8.509674e-01
0DCDC      //Pixel 2632: 8.627319e-01
0DEDE      //Pixel 2633: 8.705750e-01
0DFDF      //Pixel 2634: 8.744965e-01
0E0E0      //Pixel 2635: 8.784180e-01
0E2E2      //Pixel 2636: 8.862610e-01
0E4E4      //Pixel 2637: 8.941040e-01
0E6E6      //Pixel 2638: 9.019470e-01
0E6E6      //Pixel 2639: 9.019470e-01
0E7E7      //Pixel 2640: 9.058685e-01
0E8E8      //Pixel 2641: 9.097900e-01
0EAEA      //Pixel 2642: 9.176331e-01
0EAEA      //Pixel 2643: 9.176331e-01
0EBEB      //Pixel 2644: 9.215546e-01
0EAEA      //Pixel 2645: 9.176331e-01
0E9E9      //Pixel 2646: 9.137115e-01
0E7E7      //Pixel 2647: 9.058685e-01
0E5E5      //Pixel 2648: 8.980255e-01
0E3E3      //Pixel 2649: 8.901825e-01
0D0D0      //Pixel 2650: 8.156738e-01
07474      //Pixel 2651: 4.548950e-01
07878      //Pixel 2652: 4.705811e-01
08F8F      //Pixel 2653: 5.607758e-01
09292      //Pixel 2654: 5.725403e-01
09797      //Pixel 2655: 5.921478e-01
09595      //Pixel 2656: 5.843048e-01
08F8F      //Pixel 2657: 5.607758e-01
08E8E      //Pixel 2658: 5.568542e-01
09090      //Pixel 2659: 5.646973e-01
09B9B      //Pixel 2660: 6.078339e-01
09292      //Pixel 2661: 5.725403e-01
08585      //Pixel 2662: 5.215607e-01
07575      //Pixel 2663: 4.588165e-01
05E5E      //Pixel 2664: 3.686218e-01
04949      //Pixel 2665: 2.862701e-01
06464      //Pixel 2666: 3.921509e-01
07171      //Pixel 2667: 4.431305e-01
07B7B      //Pixel 2668: 4.823456e-01
07C7C      //Pixel 2669: 4.862671e-01
07474      //Pixel 2670: 4.548950e-01
08787      //Pixel 2671: 5.294037e-01
0D4D4      //Pixel 2672: 8.313599e-01
0E1E1      //Pixel 2673: 8.823395e-01
0E0E0      //Pixel 2674: 8.784180e-01
0E0E0      //Pixel 2675: 8.784180e-01
0DFDF      //Pixel 2676: 8.744965e-01
0DFDF      //Pixel 2677: 8.744965e-01
0DEDE      //Pixel 2678: 8.705750e-01
0DDDD      //Pixel 2679: 8.666534e-01
0DBDB      //Pixel 2680: 8.588104e-01
0D9D9      //Pixel 2681: 8.509674e-01
0D8D8      //Pixel 2682: 8.470459e-01
0D7D7      //Pixel 2683: 8.431244e-01
0D4D4      //Pixel 2684: 8.313599e-01
0D2D2      //Pixel 2685: 8.235168e-01
0D0D0      //Pixel 2686: 8.156738e-01
0D0D0      //Pixel 2687: 8.156738e-01
0C8C8      //Pixel 2688: 7.843018e-01
0C9C9      //Pixel 2689: 7.882233e-01
0CBCB      //Pixel 2690: 7.960663e-01
0CCCC      //Pixel 2691: 7.999878e-01
0D1D1      //Pixel 2692: 8.195953e-01
0D4D4      //Pixel 2693: 8.313599e-01
0D7D7      //Pixel 2694: 8.431244e-01
0D8D8      //Pixel 2695: 8.470459e-01
0DBDB      //Pixel 2696: 8.588104e-01
0DDDD      //Pixel 2697: 8.666534e-01
0DFDF      //Pixel 2698: 8.744965e-01
0E0E0      //Pixel 2699: 8.784180e-01
0E2E2      //Pixel 2700: 8.862610e-01
0E3E3      //Pixel 2701: 8.901825e-01
0E4E4      //Pixel 2702: 8.941040e-01
0E5E5      //Pixel 2703: 8.980255e-01
0E6E6      //Pixel 2704: 9.019470e-01
0E7E7      //Pixel 2705: 9.058685e-01
0E8E8      //Pixel 2706: 9.097900e-01
0EAEA      //Pixel 2707: 9.176331e-01
0EAEA      //Pixel 2708: 9.176331e-01
0E9E9      //Pixel 2709: 9.137115e-01
0E8E8      //Pixel 2710: 9.097900e-01
0E7E7      //Pixel 2711: 9.058685e-01
0E6E6      //Pixel 2712: 9.019470e-01
0E2E2      //Pixel 2713: 8.862610e-01
0DCDC      //Pixel 2714: 8.627319e-01
09797      //Pixel 2715: 5.921478e-01
07575      //Pixel 2716: 4.588165e-01
08282      //Pixel 2717: 5.097961e-01
08D8D      //Pixel 2718: 5.529327e-01
09696      //Pixel 2719: 5.882263e-01
09696      //Pixel 2720: 5.882263e-01
09191      //Pixel 2721: 5.686188e-01
08D8D      //Pixel 2722: 5.529327e-01
09393      //Pixel 2723: 5.764618e-01
09B9B      //Pixel 2724: 6.078339e-01
08F8F      //Pixel 2725: 5.607758e-01
08282      //Pixel 2726: 5.097961e-01
07171      //Pixel 2727: 4.431305e-01
06262      //Pixel 2728: 3.843079e-01
05959      //Pixel 2729: 3.490143e-01
05252      //Pixel 2730: 3.215637e-01
07474      //Pixel 2731: 4.548950e-01
07C7C      //Pixel 2732: 4.862671e-01
07272      //Pixel 2733: 4.470520e-01
06B6B      //Pixel 2734: 4.196014e-01
06E6E      //Pixel 2735: 4.313660e-01
0C7C7      //Pixel 2736: 7.803802e-01
0E0E0      //Pixel 2737: 8.784180e-01
0E0E0      //Pixel 2738: 8.784180e-01
0DFDF      //Pixel 2739: 8.744965e-01
0DFDF      //Pixel 2740: 8.744965e-01
0DEDE      //Pixel 2741: 8.705750e-01
0DEDE      //Pixel 2742: 8.705750e-01
0DCDC      //Pixel 2743: 8.627319e-01
0DBDB      //Pixel 2744: 8.588104e-01
0D9D9      //Pixel 2745: 8.509674e-01
0D7D7      //Pixel 2746: 8.431244e-01
0D6D6      //Pixel 2747: 8.392029e-01
0D4D4      //Pixel 2748: 8.313599e-01
0D2D2      //Pixel 2749: 8.235168e-01
0D0D0      //Pixel 2750: 8.156738e-01
0D0D0      //Pixel 2751: 8.156738e-01
0C7C7      //Pixel 2752: 7.803802e-01
0C8C8      //Pixel 2753: 7.843018e-01
0CACA      //Pixel 2754: 7.921448e-01
0CBCB      //Pixel 2755: 7.960663e-01
0D0D0      //Pixel 2756: 8.156738e-01
0D3D3      //Pixel 2757: 8.274384e-01
0D6D6      //Pixel 2758: 8.392029e-01
0D8D8      //Pixel 2759: 8.470459e-01
0DADA      //Pixel 2760: 8.548889e-01
0DBDB      //Pixel 2761: 8.588104e-01
0DDDD      //Pixel 2762: 8.666534e-01
0DFDF      //Pixel 2763: 8.744965e-01
0E1E1      //Pixel 2764: 8.823395e-01
0E2E2      //Pixel 2765: 8.862610e-01
0E3E3      //Pixel 2766: 8.901825e-01
0E4E4      //Pixel 2767: 8.941040e-01
0E5E5      //Pixel 2768: 8.980255e-01
0E6E6      //Pixel 2769: 9.019470e-01
0E7E7      //Pixel 2770: 9.058685e-01
0E8E8      //Pixel 2771: 9.097900e-01
0E8E8      //Pixel 2772: 9.097900e-01
0E8E8      //Pixel 2773: 9.097900e-01
0E7E7      //Pixel 2774: 9.058685e-01
0E6E6      //Pixel 2775: 9.019470e-01
0E5E5      //Pixel 2776: 8.980255e-01
0E3E3      //Pixel 2777: 8.901825e-01
0DFDF      //Pixel 2778: 8.744965e-01
0B5B5      //Pixel 2779: 7.097931e-01
06D6D      //Pixel 2780: 4.274445e-01
07C7C      //Pixel 2781: 4.862671e-01
08888      //Pixel 2782: 5.333252e-01
09292      //Pixel 2783: 5.725403e-01
09696      //Pixel 2784: 5.882263e-01
09191      //Pixel 2785: 5.686188e-01
09393      //Pixel 2786: 5.764618e-01
09797      //Pixel 2787: 5.921478e-01
09999      //Pixel 2788: 5.999908e-01
08C8C      //Pixel 2789: 5.490112e-01
08585      //Pixel 2790: 5.215607e-01
07070      //Pixel 2791: 4.392090e-01
06262      //Pixel 2792: 3.843079e-01
06E6E      //Pixel 2793: 4.313660e-01
05F5F      //Pixel 2794: 3.725433e-01
06B6B      //Pixel 2795: 4.196014e-01
07A7A      //Pixel 2796: 4.784241e-01
07070      //Pixel 2797: 4.392090e-01
06363      //Pixel 2798: 3.882294e-01
05959      //Pixel 2799: 3.490143e-01
0B9B9      //Pixel 2800: 7.254791e-01
0E0E0      //Pixel 2801: 8.784180e-01
0DEDE      //Pixel 2802: 8.705750e-01
0DEDE      //Pixel 2803: 8.705750e-01
0DEDE      //Pixel 2804: 8.705750e-01
0DDDD      //Pixel 2805: 8.666534e-01
0DCDC      //Pixel 2806: 8.627319e-01
0DBDB      //Pixel 2807: 8.588104e-01
0D9D9      //Pixel 2808: 8.509674e-01
0D8D8      //Pixel 2809: 8.470459e-01
0D6D6      //Pixel 2810: 8.392029e-01
0D4D4      //Pixel 2811: 8.313599e-01
0D3D3      //Pixel 2812: 8.274384e-01
0D1D1      //Pixel 2813: 8.195953e-01
0CFCF      //Pixel 2814: 8.117523e-01
0CFCF      //Pixel 2815: 8.117523e-01
0C6C6      //Pixel 2816: 7.764587e-01
0C7C7      //Pixel 2817: 7.803802e-01
0C9C9      //Pixel 2818: 7.882233e-01
0CACA      //Pixel 2819: 7.921448e-01
0CECE      //Pixel 2820: 8.078308e-01
0D2D2      //Pixel 2821: 8.235168e-01
0D4D4      //Pixel 2822: 8.313599e-01
0D6D6      //Pixel 2823: 8.392029e-01
0D8D8      //Pixel 2824: 8.470459e-01
0D9D9      //Pixel 2825: 8.509674e-01
0DBDB      //Pixel 2826: 8.588104e-01
0DDDD      //Pixel 2827: 8.666534e-01
0DFDF      //Pixel 2828: 8.744965e-01
0E0E0      //Pixel 2829: 8.784180e-01
0E2E2      //Pixel 2830: 8.862610e-01
0E3E3      //Pixel 2831: 8.901825e-01
0E3E3      //Pixel 2832: 8.901825e-01
0E4E4      //Pixel 2833: 8.941040e-01
0E6E6      //Pixel 2834: 9.019470e-01
0E7E7      //Pixel 2835: 9.058685e-01
0E7E7      //Pixel 2836: 9.058685e-01
0E7E7      //Pixel 2837: 9.058685e-01
0E6E6      //Pixel 2838: 9.019470e-01
0E5E5      //Pixel 2839: 8.980255e-01
0E4E4      //Pixel 2840: 8.941040e-01
0E2E2      //Pixel 2841: 8.862610e-01
0DFDF      //Pixel 2842: 8.744965e-01
0CBCB      //Pixel 2843: 7.960663e-01
06E6E      //Pixel 2844: 4.313660e-01
07676      //Pixel 2845: 4.627380e-01
08484      //Pixel 2846: 5.176392e-01
08E8E      //Pixel 2847: 5.568542e-01
09090      //Pixel 2848: 5.646973e-01
09292      //Pixel 2849: 5.725403e-01
09999      //Pixel 2850: 5.999908e-01
09696      //Pixel 2851: 5.882263e-01
09696      //Pixel 2852: 5.882263e-01
08B8B      //Pixel 2853: 5.450897e-01
08787      //Pixel 2854: 5.294037e-01
06F6F      //Pixel 2855: 4.352875e-01
06666      //Pixel 2856: 3.999939e-01
07979      //Pixel 2857: 4.745026e-01
07070      //Pixel 2858: 4.392090e-01
07979      //Pixel 2859: 4.745026e-01
07878      //Pixel 2860: 4.705811e-01
06B6B      //Pixel 2861: 4.196014e-01
06060      //Pixel 2862: 3.764648e-01
04E4E      //Pixel 2863: 3.058777e-01
0ABAB      //Pixel 2864: 6.705780e-01
0DDDD      //Pixel 2865: 8.666534e-01
0DDDD      //Pixel 2866: 8.666534e-01
0DEDE      //Pixel 2867: 8.705750e-01
0DDDD      //Pixel 2868: 8.666534e-01
0DCDC      //Pixel 2869: 8.627319e-01
0DBDB      //Pixel 2870: 8.588104e-01
0DADA      //Pixel 2871: 8.548889e-01
0D7D7      //Pixel 2872: 8.431244e-01
0D7D7      //Pixel 2873: 8.431244e-01
0D4D4      //Pixel 2874: 8.313599e-01
0D3D3      //Pixel 2875: 8.274384e-01
0D2D2      //Pixel 2876: 8.235168e-01
0CFCF      //Pixel 2877: 8.117523e-01
0CFCF      //Pixel 2878: 8.117523e-01
0CECE      //Pixel 2879: 8.078308e-01
0C4C4      //Pixel 2880: 7.686157e-01
0C5C5      //Pixel 2881: 7.725372e-01
0C7C7      //Pixel 2882: 7.803802e-01
0C8C8      //Pixel 2883: 7.843018e-01
0CCCC      //Pixel 2884: 7.999878e-01
0D0D0      //Pixel 2885: 8.156738e-01
0D3D3      //Pixel 2886: 8.274384e-01
0D4D4      //Pixel 2887: 8.313599e-01
0D7D7      //Pixel 2888: 8.431244e-01
0D8D8      //Pixel 2889: 8.470459e-01
0DADA      //Pixel 2890: 8.548889e-01
0DBDB      //Pixel 2891: 8.588104e-01
0DEDE      //Pixel 2892: 8.705750e-01
0E0E0      //Pixel 2893: 8.784180e-01
0E1E1      //Pixel 2894: 8.823395e-01
0E2E2      //Pixel 2895: 8.862610e-01
0E2E2      //Pixel 2896: 8.862610e-01
0E3E3      //Pixel 2897: 8.901825e-01
0E4E4      //Pixel 2898: 8.941040e-01
0E6E6      //Pixel 2899: 9.019470e-01
0E7E7      //Pixel 2900: 9.058685e-01
0E7E7      //Pixel 2901: 9.058685e-01
0E6E6      //Pixel 2902: 9.019470e-01
0E5E5      //Pixel 2903: 8.980255e-01
0E3E3      //Pixel 2904: 8.901825e-01
0E1E1      //Pixel 2905: 8.823395e-01
0DEDE      //Pixel 2906: 8.705750e-01
0D5D5      //Pixel 2907: 8.352814e-01
07878      //Pixel 2908: 4.705811e-01
06B6B      //Pixel 2909: 4.196014e-01
07C7C      //Pixel 2910: 4.862671e-01
08989      //Pixel 2911: 5.372467e-01
08D8D      //Pixel 2912: 5.529327e-01
09595      //Pixel 2913: 5.843048e-01
09898      //Pixel 2914: 5.960693e-01
09494      //Pixel 2915: 5.803833e-01
09494      //Pixel 2916: 5.803833e-01
08F8F      //Pixel 2917: 5.607758e-01
08383      //Pixel 2918: 5.137177e-01
06A6A      //Pixel 2919: 4.156799e-01
06868      //Pixel 2920: 4.078369e-01
07474      //Pixel 2921: 4.548950e-01
07B7B      //Pixel 2922: 4.823456e-01
07878      //Pixel 2923: 4.705811e-01
07B7B      //Pixel 2924: 4.823456e-01
06A6A      //Pixel 2925: 4.156799e-01
05A5A      //Pixel 2926: 3.529358e-01
04C4C      //Pixel 2927: 2.980347e-01
09F9F      //Pixel 2928: 6.235199e-01
0DCDC      //Pixel 2929: 8.627319e-01
0DBDB      //Pixel 2930: 8.588104e-01
0DBDB      //Pixel 2931: 8.588104e-01
0DBDB      //Pixel 2932: 8.588104e-01
0DADA      //Pixel 2933: 8.548889e-01
0D9D9      //Pixel 2934: 8.509674e-01
0D7D7      //Pixel 2935: 8.431244e-01
0D6D6      //Pixel 2936: 8.392029e-01
0D4D4      //Pixel 2937: 8.313599e-01
0D3D3      //Pixel 2938: 8.274384e-01
0D2D2      //Pixel 2939: 8.235168e-01
0CFCF      //Pixel 2940: 8.117523e-01
0CECE      //Pixel 2941: 8.078308e-01
0CDCD      //Pixel 2942: 8.039093e-01
0CDCD      //Pixel 2943: 8.039093e-01
0C3C3      //Pixel 2944: 7.646942e-01
0C4C4      //Pixel 2945: 7.686157e-01
0C6C6      //Pixel 2946: 7.764587e-01
0C7C7      //Pixel 2947: 7.803802e-01
0CCCC      //Pixel 2948: 7.999878e-01
0CFCF      //Pixel 2949: 8.117523e-01
0D1D1      //Pixel 2950: 8.195953e-01
0D2D2      //Pixel 2951: 8.235168e-01
0D5D5      //Pixel 2952: 8.352814e-01
0D7D7      //Pixel 2953: 8.431244e-01
0D8D8      //Pixel 2954: 8.470459e-01
0DADA      //Pixel 2955: 8.548889e-01
0DCDC      //Pixel 2956: 8.627319e-01
0DEDE      //Pixel 2957: 8.705750e-01
0DFDF      //Pixel 2958: 8.744965e-01
0E0E0      //Pixel 2959: 8.784180e-01
0E1E1      //Pixel 2960: 8.823395e-01
0E2E2      //Pixel 2961: 8.862610e-01
0E3E3      //Pixel 2962: 8.901825e-01
0E4E4      //Pixel 2963: 8.941040e-01
0E4E4      //Pixel 2964: 8.941040e-01
0E4E4      //Pixel 2965: 8.941040e-01
0E4E4      //Pixel 2966: 8.941040e-01
0E4E4      //Pixel 2967: 8.941040e-01
0E2E2      //Pixel 2968: 8.862610e-01
0E0E0      //Pixel 2969: 8.784180e-01
0DDDD      //Pixel 2970: 8.666534e-01
0DADA      //Pixel 2971: 8.548889e-01
08B8B      //Pixel 2972: 5.450897e-01
05C5C      //Pixel 2973: 3.607788e-01
07272      //Pixel 2974: 4.470520e-01
08787      //Pixel 2975: 5.294037e-01
08F8F      //Pixel 2976: 5.607758e-01
09393      //Pixel 2977: 5.764618e-01
09696      //Pixel 2978: 5.882263e-01
09393      //Pixel 2979: 5.764618e-01
09292      //Pixel 2980: 5.725403e-01
08D8D      //Pixel 2981: 5.529327e-01
08080      //Pixel 2982: 5.019531e-01
06666      //Pixel 2983: 3.999939e-01
06868      //Pixel 2984: 4.078369e-01
07272      //Pixel 2985: 4.470520e-01
06C6C      //Pixel 2986: 4.235229e-01
07373      //Pixel 2987: 4.509735e-01
07171      //Pixel 2988: 4.431305e-01
06666      //Pixel 2989: 3.999939e-01
05A5A      //Pixel 2990: 3.529358e-01
04C4C      //Pixel 2991: 2.980347e-01
09999      //Pixel 2992: 5.999908e-01
0DBDB      //Pixel 2993: 8.588104e-01
0DBDB      //Pixel 2994: 8.588104e-01
0DBDB      //Pixel 2995: 8.588104e-01
0DADA      //Pixel 2996: 8.548889e-01
0D9D9      //Pixel 2997: 8.509674e-01
0D8D8      //Pixel 2998: 8.470459e-01
0D7D7      //Pixel 2999: 8.431244e-01
0D5D5      //Pixel 3000: 8.352814e-01
0D3D3      //Pixel 3001: 8.274384e-01
0D2D2      //Pixel 3002: 8.235168e-01
0D0D0      //Pixel 3003: 8.156738e-01
0CECE      //Pixel 3004: 8.078308e-01
0CDCD      //Pixel 3005: 8.039093e-01
0CCCC      //Pixel 3006: 7.999878e-01
0CBCB      //Pixel 3007: 7.960663e-01
0C0C0      //Pixel 3008: 7.529297e-01
0C2C2      //Pixel 3009: 7.607727e-01
0C3C3      //Pixel 3010: 7.646942e-01
0C5C5      //Pixel 3011: 7.725372e-01
0CACA      //Pixel 3012: 7.921448e-01
0CDCD      //Pixel 3013: 8.039093e-01
0CFCF      //Pixel 3014: 8.117523e-01
